#{"t_start": 1661999657.9746206, "env_id": null}
r,l,t
0.0,88,30.042817
0.0,91,30.069445
0.0,90,30.095159
25.0,84,30.384811
50.0,86,30.688845
-25.0,85,30.984813
-25.0,88,31.292553
0.0,85,31.590252
0.0,88,31.869036
0.0,83,31.8931
0.0,87,31.918089
0.0,87,31.943082
0.0,87,31.968292
-50.0,89,32.290727
-25.0,85,32.581262
0.0,87,32.888152
0.0,89,33.202229
50.0,89,33.518234
0.0,87,33.755939
0.0,82,33.780528
0.0,89,33.805685
0.0,84,33.829212
0.0,91,33.85532
-50.0,89,34.173585
-25.0,90,34.485557
50.0,92,34.809509
-150.0,85,35.104562
-75.0,85,35.414452
0.0,84,35.640869
0.0,86,35.672287
0.0,87,35.702528
0.0,88,35.728348
0.0,86,35.754021
50.0,87,36.07443
0.0,91,36.401155
-75.0,84,36.699128
-25.0,82,36.983488
25.0,89,37.307249
0.0,89,37.562057
0.0,89,37.587007
0.0,90,37.61247
0.0,85,37.636774
0.0,86,37.661788
0.0,90,38.351175
0.0,83,38.64962
-50.0,89,38.962863
0.0,83,39.259876
-100.0,84,39.556246
0.0,84,39.829259
0.0,83,39.853888
0.0,85,39.878076
0.0,91,39.905333
0.0,82,39.930492
0.0,88,40.255316
50.0,85,40.575888
-75.0,88,40.892232
-75.0,86,41.188911
-50.0,82,41.484091
0.0,85,41.750518
0.0,91,41.776912
0.0,90,41.802178
0.0,88,41.82725
0.0,81,41.850749
50.0,87,42.165347
-75.0,89,42.473889
50.0,86,42.780629
25.0,86,43.07041
0.0,86,43.373334
0.0,82,43.618786
0.0,82,43.642978
0.0,81,43.666964
0.0,82,43.691032
0.0,87,43.716287
-50.0,83,44.006073
40.0,85,44.29706
-35.0,84,44.593629
90.0,92,44.916414
55.0,82,45.20617
-165.0,84,45.485383
-255.0,88,45.510438
-190.0,85,45.534091
-115.0,87,45.559503
-215.0,86,45.584745
-665.0,91,45.90819
-545.0,83,46.198839
-175.0,88,46.5042
0.0,82,46.784209
-125.0,91,47.099171
0.0,89,47.344572
0.0,84,47.368706
0.0,83,47.392621
0.0,86,47.417933
0.0,90,47.443883
100.0,86,47.748901
50.0,91,48.064145
0.0,86,48.364305
-75.0,92,48.685751
50.0,84,48.982124
0.0,89,49.218548
0.0,83,49.242092
0.0,88,49.266914
0.0,81,49.290419
0.0,91,49.316672
-50.0,83,49.625026
-75.0,83,49.912945
100.0,84,50.213694
100.0,83,50.525673
150.0,89,50.848838
0.0,85,51.136137
0.0,90,51.16183
0.0,85,51.185637
0.0,82,51.208962
0.0,85,51.232949
65.0,84,51.522411
-25.0,92,51.841012
25.0,85,52.143398
0.0,90,52.455373
0.0,83,52.752032
0.0,81,53.012355
0.0,82,53.036604
0.0,85,53.060393
0.0,88,53.085571
0.0,89,53.114984
-50.0,84,53.419994
0.0,91,53.744484
10.0,87,54.054534
-100.0,90,54.361916
0.0,82,54.650107
0.0,85,54.904096
0.0,82,54.927813
0.0,90,54.953306
0.0,87,54.979007
0.0,90,55.004842
50.0,91,55.341631
-25.0,88,55.65903
-75.0,87,55.973691
25.0,90,56.290779
0.0,88,56.607509
0.0,89,56.830985
0.0,89,56.856338
0.0,83,56.879677
0.0,87,56.904873
0.0,83,56.928405
50.0,84,57.229077
25.0,90,57.543787
50.0,86,57.851068
-25.0,85,58.163736
0.0,82,58.458634
0.0,88,58.747761
0.0,86,58.773202
0.0,88,58.797992
0.0,84,58.82151
0.0,90,58.846886
-50.0,89,59.172039
-50.0,84,59.463053
-25.0,89,59.773232
0.0,90,60.085379
-50.0,88,60.392285
0.0,89,60.629714
0.0,87,60.654978
0.0,87,60.679947
0.0,90,60.70507
0.0,87,60.730434
25.0,83,61.025683
-25.0,89,61.331743
-100.0,87,61.633489
-25.0,86,61.941747
50.0,83,62.225961
0.0,90,62.503631
0.0,85,62.527439
0.0,82,62.551385
0.0,90,62.576129
0.0,87,62.600568
25.0,86,62.915207
0.0,86,63.216259
25.0,87,63.527313
-50.0,86,63.839574
25.0,90,64.175857
0.0,85,64.437306
0.0,82,64.461501
0.0,87,64.487744
0.0,81,64.511871
0.0,86,64.538845
25.0,88,64.862228
0.0,86,65.184819
-25.0,89,65.497451
-500.0,86,65.810327
75.0,85,66.114374
175.0,82,66.372439
0.0,83,66.397077
175.0,91,66.424124
175.0,88,66.449558
175.0,81,66.473564
0.0,85,67.265186
25.0,85,67.572319
75.0,90,67.885271
-25.0,82,68.188376
5.0,84,68.48877
0.0,90,68.77404
0.0,84,68.797897
0.0,91,68.824352
0.0,85,68.849127
0.0,83,68.874219
-50.0,86,69.191879
-5.0,82,69.47805
-50.0,87,69.790334
20.0,82,70.085455
-75.0,84,70.389418
0.0,88,70.688102
0.0,84,70.7119
0.0,89,70.73787
0.0,89,70.762793
0.0,90,70.788711
75.0,88,71.100227
25.0,85,71.407041
25.0,83,71.687885
0.0,83,71.981621
-25.0,85,72.274912
0.0,86,72.561748
0.0,87,72.586887
0.0,87,72.611815
0.0,90,72.637103
0.0,83,72.660798
-25.0,86,72.965477
-10.0,83,73.249956
25.0,89,73.562619
125.0,83,73.854794
125.0,86,74.150638
-75.0,88,74.43272
-170.0,84,74.456448
-75.0,87,74.481364
-75.0,84,74.505004
-200.0,86,74.529934
-100.0,89,74.851345
25.0,91,75.167628
-20.0,91,75.493609
25.0,85,75.799278
0.0,90,76.124775
175.0,82,76.334878
0.0,91,76.361388
0.0,91,76.387791
175.0,84,76.411566
175.0,88,76.436986
-50.0,82,77.090846
150.0,89,77.422311
-25.0,89,77.753805
-5.0,85,78.087358
75.0,82,78.388501
0.0,87,78.6874
0.0,83,78.711557
0.0,89,78.737333
0.0,83,78.76172
0.0,84,78.786686
135.0,90,79.131857
5.0,88,79.456141
45.0,86,79.758262
-5.0,85,80.071194
100.0,87,80.377119
175.0,89,80.64526
0.0,87,80.671387
175.0,89,80.697554
175.0,89,80.723874
0.0,91,80.751556
-75.0,88,81.071531
75.0,84,81.387204
-160.0,81,81.691444
85.0,82,81.99007
75.0,81,82.277122
0.0,90,82.596037
175.0,82,82.620338
0.0,81,82.643957
175.0,83,82.667643
0.0,85,82.69147
-135.0,82,82.978732
-65.0,88,83.28723
-30.0,89,83.596552
95.0,92,83.926131
150.0,89,84.236256
175.0,84,84.467412
0.0,90,84.493054
0.0,86,84.518378
175.0,83,84.542509
0.0,84,84.566397
75.0,86,84.869099
-95.0,88,85.168553
60.0,84,85.458589
-200.0,87,85.751888
50.0,84,86.043305
0.0,90,86.308324
0.0,91,86.334859
0.0,87,86.359993
175.0,88,86.385547
0.0,87,86.410936
120.0,89,86.725102
85.0,83,87.005843
85.0,87,87.305953
25.0,86,87.605665
35.0,85,87.892156
165.0,91,88.150875
65.0,85,88.175293
170.0,91,88.201898
0.0,84,88.225707
175.0,90,88.251021
-70.0,84,88.53937
40.0,86,88.848671
-25.0,91,89.16652
-135.0,89,89.480075
85.0,82,89.760397
0.0,86,90.016511
0.0,85,90.0403
0.0,81,90.063923
0.0,91,90.090384
175.0,88,90.115529
125.0,89,90.430452
95.0,88,90.741501
-35.0,87,91.03538
-200.0,89,91.346135
-15.0,87,91.649054
175.0,81,91.881869
0.0,84,91.905934
0.0,84,91.929929
175.0,88,91.955246
175.0,92,91.981873
125.0,84,92.274692
-170.0,89,92.588042
150.0,88,92.892178
135.0,88,93.197694
120.0,81,93.47922
175.0,91,93.748111
175.0,86,93.773301
0.0,90,93.798673
175.0,88,93.824
175.0,83,93.847888
-5.0,89,94.174837
100.0,90,94.487234
0.0,87,94.792768
125.0,88,95.101332
125.0,83,95.389935
0.0,90,95.630481
0.0,83,95.65504
175.0,87,95.68046
175.0,85,95.704222
0.0,89,95.7292
-200.0,90,96.046463
-30.0,85,96.33434
150.0,90,96.65273
175.0,81,96.93448
-70.0,84,97.233949
175.0,88,97.507859
175.0,87,97.533849
175.0,83,97.561668
0.0,91,97.588672
0.0,84,97.612816
-70.0,84,97.911179
75.0,88,98.226979
200.0,88,98.545122
-45.0,83,98.836581
70.0,82,99.126235
0.0,84,99.404647
175.0,83,99.428399
175.0,88,99.453474
175.0,83,99.477185
175.0,82,99.500755
25.0,87,99.809421
175.0,87,100.124435
-15.0,89,100.442192
150.0,87,100.757196
-250.0,86,101.067664
175.0,88,101.331281
175.0,83,101.354762
175.0,88,101.379457
175.0,86,101.403964
0.0,91,101.429936
170.0,88,101.755434
80.0,86,102.068763
55.0,91,102.405559
45.0,92,102.738806
25.0,88,103.056044
175.0,86,103.27423
0.0,90,103.299771
0.0,85,103.323281
0.0,89,103.348027
175.0,88,103.373303
125.0,83,103.674919
25.0,82,103.970514
100.0,87,104.27693
30.0,86,104.601861
25.0,84,104.911092
175.0,82,105.214229
175.0,85,105.242798
175.0,86,105.268463
0.0,90,105.293687
0.0,85,105.31734
25.0,83,105.626107
-70.0,82,105.930666
150.0,90,106.251812
125.0,89,106.576139
100.0,89,106.903045
0.0,90,107.16345
0.0,86,107.189036
175.0,83,107.213293
175.0,83,107.237685
175.0,84,107.262216
-225.0,88,107.579856
-180.0,81,107.877725
-45.0,92,108.20801
-170.0,86,108.511895
95.0,87,108.827312
0.0,86,109.083873
0.0,85,109.108008
0.0,89,109.133275
175.0,87,109.15897
0.0,85,109.183262
-75.0,91,109.507972
-175.0,85,109.808139
25.0,84,110.111192
-5.0,90,110.438937
-145.0,83,110.733983
0.0,85,110.996135
175.0,83,111.021044
0.0,86,111.046823
0.0,86,111.072319
0.0,91,111.099229
20.0,83,111.404726
-145.0,88,111.719071
50.0,83,112.018889
-175.0,81,112.308061
-150.0,84,112.605617
175.0,89,112.914066
175.0,84,112.937948
175.0,87,112.962987
175.0,82,112.986697
175.0,90,113.011875
30.0,88,113.776942
20.0,85,114.089838
-70.0,84,114.400877
50.0,87,114.703712
-90.0,88,115.014299
0.0,86,115.283885
175.0,90,115.309526
175.0,90,115.334862
0.0,86,115.359814
0.0,88,115.384905
-150.0,81,116.019343
-55.0,83,116.310466
120.0,82,116.611095
-180.0,90,116.933654
-175.0,86,117.23809
175.0,90,117.536035
175.0,83,117.559719
175.0,84,117.583405
0.0,84,117.606994
175.0,83,117.630448
10.0,81,117.932765
-105.0,88,118.252355
35.0,88,118.567947
-105.0,86,118.872262
80.0,87,119.190093
175.0,87,119.465714
175.0,88,119.490585
175.0,90,119.51563
0.0,81,119.538891
175.0,89,119.564077
10.0,86,119.880912
-105.0,90,120.196702
105.0,86,120.516976
80.0,91,120.8494
110.0,85,121.15155
175.0,83,121.392421
175.0,83,121.415989
0.0,91,121.44206
175.0,84,121.46556
175.0,88,121.490463
-90.0,81,121.789298
0.0,90,122.110288
25.0,88,122.432176
-30.0,85,122.7336
120.0,89,123.057389
0.0,85,123.306719
175.0,88,123.332145
0.0,86,123.35701
175.0,83,123.380728
0.0,90,123.405789
105.0,90,123.734734
50.0,91,124.063238
120.0,88,124.380167
150.0,86,124.682685
125.0,81,124.970691
175.0,83,125.224475
175.0,87,125.249669
175.0,84,125.280848
175.0,88,125.305912
175.0,86,125.330669
10.0,85,125.640408
-105.0,91,125.959204
105.0,84,126.260802
85.0,87,126.573708
-175.0,91,126.889764
175.0,82,127.12315
0.0,86,127.147946
175.0,88,127.173136
175.0,87,127.198251
0.0,90,127.223458
-145.0,86,127.529726
-40.0,84,127.823856
200.0,86,128.123628
-30.0,86,128.431152
0.0,90,128.745725
175.0,83,129.013213
175.0,81,129.036914
0.0,90,129.062234
175.0,82,129.086017
175.0,89,129.111246
-5.0,84,129.409556
150.0,89,129.734779
105.0,89,130.05401
95.0,89,130.369645
100.0,87,130.681138
0.0,86,130.915554
175.0,81,130.939161
0.0,85,130.96301
0.0,91,130.989403
175.0,82,131.012887
95.0,91,131.334388
75.0,91,131.659878
30.0,82,131.947102
-100.0,84,132.242862
25.0,85,132.547454
175.0,83,132.801571
0.0,84,132.825801
0.0,90,132.852102
0.0,89,132.877993
175.0,88,132.903727
25.0,82,133.201893
130.0,90,133.516427
135.0,83,133.812801
105.0,83,134.106731
125.0,87,134.413458
175.0,84,134.697733
0.0,89,134.723537
0.0,91,134.750177
175.0,82,134.773904
0.0,91,134.800212
150.0,84,135.100252
95.0,90,135.425689
-20.0,84,135.725198
25.0,82,136.009546
100.0,87,136.317553
175.0,87,136.593975
0.0,87,136.618734
0.0,85,136.642352
175.0,84,136.665766
175.0,83,136.689038
55.0,83,136.986237
30.0,86,137.292223
-145.0,90,137.59594
-45.0,88,137.905142
25.0,87,138.212172
0.0,91,138.46494
175.0,88,138.489804
175.0,89,138.514926
175.0,84,138.538235
175.0,87,138.562499
100.0,84,138.857015
-175.0,86,139.161597
60.0,90,139.491049
0.0,86,139.806951
55.0,90,140.124826
175.0,87,140.383342
0.0,89,140.408878
0.0,91,140.435421
0.0,85,140.459299
0.0,92,140.485711
100.0,86,140.798346
100.0,88,141.111918
125.0,83,141.4103
25.0,90,141.732098
25.0,82,142.027668
175.0,83,142.299864
0.0,90,142.325225
175.0,83,142.349109
0.0,91,142.375494
175.0,88,142.400512
-145.0,87,142.712963
125.0,88,143.026204
-75.0,89,143.337217
105.0,85,143.652259
-15.0,87,143.955882
0.0,90,144.21784
175.0,82,144.242148
175.0,83,144.266444
0.0,90,144.292299
175.0,91,144.319273
-105.0,86,144.633209
95.0,92,144.960437
25.0,82,145.246175
5.0,84,145.547695
200.0,82,145.851045
0.0,91,146.151366
0.0,86,146.17672
175.0,82,146.200651
0.0,89,146.225993
0.0,85,146.250005
0.0,84,146.557039
150.0,91,146.886528
55.0,86,147.197822
-175.0,90,147.513046
120.0,86,147.82665
175.0,88,148.069818
175.0,88,148.095407
0.0,87,148.120375
175.0,88,148.145528
0.0,84,148.169676
-75.0,85,148.482388
135.0,83,148.769942
25.0,88,149.081678
95.0,91,149.409571
-175.0,87,149.715138
0.0,89,149.975612
175.0,91,150.002869
175.0,82,150.027718
0.0,86,150.05348
175.0,82,150.077651
-90.0,83,150.376534
200.0,90,150.707766
130.0,86,151.01157
-70.0,86,151.324655
70.0,84,151.624094
0.0,90,151.897179
175.0,87,151.922559
175.0,83,151.94652
175.0,81,151.970381
175.0,82,151.994306
60.0,82,152.298594
70.0,89,152.620392
55.0,89,152.93817
185.0,87,153.254282
150.0,84,153.555572
0.0,87,153.824672
175.0,82,153.848392
175.0,87,153.873475
175.0,82,153.897138
175.0,87,153.922204
135.0,90,154.60502
125.0,83,154.916778
40.0,90,155.250571
-155.0,85,155.556619
25.0,86,155.868329
175.0,81,156.125085
175.0,84,156.149108
0.0,90,156.174406
175.0,90,156.199688
175.0,89,156.224949
30.0,90,156.553925
10.0,89,156.870064
45.0,87,157.177159
-110.0,82,157.459041
60.0,83,157.756699
175.0,89,158.021891
175.0,82,158.045603
175.0,86,158.070422
175.0,83,158.093997
175.0,86,158.118796
150.0,88,158.433419
100.0,86,158.744039
200.0,86,159.046786
120.0,85,159.362881
80.0,86,159.670797
175.0,90,159.942511
175.0,83,159.966599
0.0,90,159.99192
175.0,83,160.015525
0.0,90,160.041056
200.0,83,160.345071
150.0,87,160.663325
70.0,92,160.99203
-105.0,90,161.311421
80.0,81,161.60934
175.0,82,161.869849
175.0,87,161.894895
175.0,82,161.920082
175.0,82,161.943772
175.0,88,161.969031
-200.0,85,162.283653
25.0,81,162.572577
0.0,90,162.884522
-45.0,83,163.178793
85.0,84,163.472291
0.0,85,163.765129
175.0,89,163.790383
175.0,84,163.814138
0.0,87,163.839178
0.0,86,163.864053
150.0,87,164.175807
80.0,83,164.469646
155.0,87,164.777376
95.0,84,165.074579
70.0,90,165.395285
175.0,87,165.664604
0.0,84,165.688551
175.0,83,165.712345
0.0,85,165.736228
175.0,89,165.761507
115.0,84,166.062021
100.0,89,166.384088
-115.0,84,166.68326
125.0,86,166.981665
-100.0,90,167.298345
175.0,85,167.548948
175.0,87,167.574193
175.0,89,167.599399
175.0,88,167.624505
175.0,87,167.6494
-15.0,90,167.972991
70.0,83,168.270487
70.0,83,168.559766
-105.0,90,168.882851
95.0,90,169.211421
175.0,83,169.464518
0.0,84,169.488671
175.0,87,169.513838
0.0,91,169.540254
175.0,88,169.565183
105.0,85,169.879003
-155.0,88,170.184125
20.0,91,170.493958
170.0,86,170.802888
80.0,88,171.112345
175.0,84,171.350755
175.0,88,171.376022
175.0,87,171.400887
175.0,88,171.425896
175.0,88,171.451029
95.0,83,171.749444
-90.0,87,172.06051
0.0,84,172.357388
150.0,82,172.643808
75.0,86,172.954445
175.0,88,173.246468
175.0,83,173.270558
0.0,86,173.295607
175.0,86,173.320594
175.0,81,173.344172
-45.0,89,173.667223
110.0,88,173.9738
135.0,86,174.275077
120.0,87,174.587706
170.0,82,174.871606
175.0,89,175.138045
175.0,82,175.161807
175.0,86,175.186825
0.0,84,175.210637
175.0,84,175.23443
85.0,82,175.529516
-5.0,85,175.826222
-120.0,85,176.127576
75.0,86,176.436513
85.0,83,176.734763
175.0,87,177.027931
175.0,88,177.053153
0.0,91,177.07954
0.0,87,177.10452
175.0,88,177.129541
-145.0,82,177.421978
80.0,90,177.738736
80.0,89,178.059516
-20.0,91,178.376711
70.0,92,178.70255
175.0,92,178.927811
0.0,90,178.953017
0.0,90,178.978125
175.0,90,179.003247
0.0,84,179.0269
125.0,90,179.353692
-70.0,89,179.666841
125.0,88,179.98901
200.0,86,180.303104
100.0,91,180.617529
175.0,82,180.840504
175.0,83,180.864202
0.0,91,180.890449
175.0,82,180.913903
175.0,86,180.938672
-120.0,83,181.237568
-65.0,83,181.531168
125.0,90,181.84244
-120.0,91,182.164428
-5.0,89,182.476802
175.0,84,182.728101
175.0,87,182.753045
175.0,84,182.776747
175.0,88,182.801745
0.0,84,182.825293
-30.0,89,183.148943
80.0,89,183.466389
95.0,89,183.779212
165.0,85,184.073863
-20.0,88,184.388006
0.0,89,184.623078
175.0,88,184.648902
0.0,89,184.674427
175.0,87,184.69959
0.0,86,184.724834
-5.0,86,185.03407
-40.0,81,185.314283
-120.0,90,185.632724
55.0,83,185.916035
100.0,84,186.213477
175.0,88,186.511192
175.0,88,186.536332
0.0,85,186.560198
0.0,90,186.585427
0.0,86,186.610414
-15.0,86,186.914857
10.0,84,187.212472
135.0,85,187.51303
95.0,89,187.826967
135.0,85,188.135178
175.0,88,188.400288
175.0,87,188.425058
175.0,81,188.448549
175.0,87,188.473394
0.0,85,188.497085
-5.0,89,188.814309
150.0,87,189.108137
-75.0,81,189.39516
110.0,81,189.671684
-105.0,89,189.981211
175.0,84,190.251499
175.0,89,190.276625
175.0,83,190.300267
175.0,83,190.323945
0.0,91,190.349998
-20.0,85,190.653879
125.0,84,190.949135
-75.0,92,191.271501
-175.0,91,191.579096
-25.0,88,191.883201
175.0,83,192.114732
175.0,81,192.138224
0.0,86,192.163031
175.0,82,192.18644
0.0,85,192.210095
