time/total_timesteps,rollout/ep_len_mean,rollout/exploration_rate,time/episodes,time/time_elapsed,time/fps,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/learning_rate,train/loss
7500,,0.05,,,,,0.0,86.0,1749,0.0001,4.978227480023634e-06
7587,86.02631578947368,0.05,76,24,304,-359.86842105263156,,,1771,0.0001,2.6032466888427734
7936,86.0875,0.05,80,26,302,-343.8125,,,1858,0.0001,2.186965227127075
8000,,0.05,,,,,0.0,88.2,1874,0.0001,2.3265581130981445
8350,86.1547619047619,0.05,84,27,300,-328.8690476190476,,,1962,0.0001,0.0004976525087840855
8500,,0.05,,,,,0.0,87.0,1999,0.0001,3.845843457384035e-05
8766,86.2159090909091,0.05,88,29,297,-314.77272727272725,,,2066,0.0001,0.019059231504797935
9000,,0.05,,,,,0.0,85.2,2124,0.0001,5.1516008170438e-06
9165,86.20652173913044,0.05,92,30,295,-300.8152173913044,,,2166,0.0001,1.3183670043945312
9500,,0.05,,,,,0.0,85.2,2249,0.0001,1.740689913276583e-05
9586,86.28125,0.05,96,32,294,-289.6354166666667,,,2271,0.0001,7.886373168730643e-06
9937,86.34,0.05,100,33,293,-279.55,,,2359,0.0001,4.072949650435476e-06
10000,,0.05,,,,,0.0,86.4,2374,0.0001,4.563880793284625e-06
10337,86.39,0.05,104,35,289,-241.75,,,2459,0.0001,0.023471113294363022
10500,,0.05,,,,,0.0,86.8,2499,0.0001,0.09861276298761368
10758,86.35,0.05,108,37,288,-206.0,,,2564,0.0001,3.287126446593902e-06
11000,,0.05,,,,,0.0,84.4,2624,0.0001,7.676787390664686e-06
11174,86.41,0.05,112,38,287,-172.25,,,2668,0.0001,1.2125997272960376e-05
11500,,0.05,,,,,-170.0,87.2,2749,0.0001,3.08134126663208
11591,86.32,0.05,116,40,286,-147.5,,,2772,0.0001,1.614131212234497
11935,86.33,0.05,120,41,286,-121.75,,,2858,0.0001,0.0007625913131050766
12000,,0.05,,,,,0.0,86.6,2874,0.0001,0.9488057494163513
12357,86.44,0.05,124,43,284,-98.6,,,2964,0.0001,0.15296275913715363
12500,,0.05,,,,,0.0,85.2,2999,0.0001,0.09041712433099747
12754,86.46,0.05,128,44,283,-78.85,,,3063,0.0001,0.00017321700579486787
13000,,0.05,,,,,0.0,87.0,3124,0.0001,0.0074758888222277164
13177,86.4,0.05,132,46,282,-62.85,,,3169,0.0001,0.00015227278345264494
13500,,0.05,,,,,0.0,87.2,3249,0.0001,9.745720308274031e-05
13590,86.53,0.05,136,48,282,-41.95,,,3272,0.0001,0.0001497837365604937
13937,86.53,0.05,140,49,282,-31.2,,,3359,0.0001,0.03456664830446243
14000,,0.05,,,,,0.0,84.0,3374,0.0001,6.02280160819646e-05
14340,86.63,0.05,144,50,281,-21.8,,,3459,0.0001,1.6306962966918945
14500,,0.05,,,,,0.0,84.6,3499,0.0001,1.6126527786254883
14753,86.5,0.05,148,52,280,-20.0,,,3563,0.0001,0.0706622377038002
15000,,0.05,,,,,0.0,84.2,3624,0.0001,0.0001299202413065359
15175,86.53,0.05,152,54,280,-22.75,,,3668,0.0001,2.248050077469088e-05
15500,,0.05,,,,,0.0,86.4,3749,0.0001,0.00042739073978736997
15589,86.59,0.05,156,55,279,-21.75,,,3772,0.0001,1.5597834587097168
15929,86.51,0.05,160,56,279,-24.0,,,3857,0.0001,1.567681074142456
16000,,0.05,,,,,105.0,88.4,3874,0.0001,7.212857599370182e-05
16346,86.58,0.05,164,59,276,-28.75,,,3961,0.0001,1.4556791029463056e-05
16500,,0.05,,,,,0.0,87.2,3999,0.0001,5.192619209992699e-05
16760,86.54,0.05,168,60,276,-26.0,,,4064,0.0001,0.0006844406598247588
17000,,0.05,,,,,0.0,85.2,4124,0.0001,0.6338085532188416
17167,86.49,0.05,172,62,275,-26.7,,,4166,0.0001,0.0003520931932143867
17500,,0.05,,,,,0.0,86.2,4249,0.0001,0.0029032074380666018
17588,86.51,0.05,176,63,275,-25.45,,,4271,0.0001,1.6361321210861206
17943,86.57,0.05,180,65,275,-26.65,,,4360,0.0001,0.7424755096435547
18000,,0.05,,,,,0.0,88.2,4374,0.0001,0.022078434005379677
18347,86.54,0.05,184,66,275,-26.95,,,4461,0.0001,0.026878103613853455
18500,,0.05,,,,,0.0,85.2,4499,0.0001,0.00012570970284286886
18759,86.54,0.05,188,68,275,-27.7,,,4564,0.0001,0.2556520104408264
19000,,0.05,,,,,0.0,88.0,4624,0.0001,3.839745477307588e-05
19175,86.55,0.05,192,69,274,-29.75,,,4668,0.0001,0.030893096700310707
19500,,0.05,,,,,0.0,86.4,4749,0.0001,2.7249003323959187e-05
19582,86.45,0.05,196,71,274,-30.45,,,4770,0.0001,8.179464202839881e-05
19924,86.36,0.05,200,72,274,-30.85,,,4855,0.0001,2.2778938728151843e-05
20000,,0.05,,,,,0.0,87.4,4874,0.0001,0.00012274329492356628
20343,86.42,0.05,204,74,273,-32.35,,,4960,0.0001,1.8705417460296303e-05
20500,,0.05,,,,,70.0,85.8,4999,0.0001,1.584626079420559e-05
20756,86.4,0.05,208,76,272,-32.6,,,5063,0.0001,0.005192736629396677
21000,,0.05,,,,,0.0,86.2,5124,0.0001,0.011616281233727932
21171,86.42,0.05,212,77,272,-34.1,,,5167,0.0001,0.041095372289419174
21500,,0.05,,,,,0.0,85.8,5249,0.0001,0.0003104178758803755
21592,86.56,0.05,216,79,272,-24.85,,,5272,0.0001,0.013499400578439236
21935,86.55,0.05,220,80,272,-25.35,,,5358,0.0001,0.7659576535224915
22000,,0.05,,,,,-122.0,86.2,5374,0.0001,1.544288992881775
22349,86.47,0.05,224,82,272,-24.35,,,5462,0.0001,1.5173984138527885e-05
22500,,0.05,,,,,0.0,86.6,5499,0.0001,1.5002747774124146
22750,86.41,0.05,228,83,272,-23.1,,,5562,0.0001,0.7238414287567139
23000,,0.05,,,,,35.0,84.6,5624,0.0001,0.00036323053063824773
23176,86.44,0.05,232,85,271,-23.1,,,5668,0.0001,0.00012173972208984196
23500,,0.05,,,,,0.0,87.2,5749,0.0001,4.954115502187051e-05
23588,86.52,0.05,236,86,271,-23.45,,,5771,0.0001,3.619723320007324
23928,86.45,0.05,240,87,271,-22.95,,,5856,0.0001,0.001236169133335352
24000,,0.05,,,,,70.0,86.6,5874,0.0001,3.160788059234619
24350,86.55,0.05,244,89,271,-23.2,,,5962,0.0001,6.086688517825678e-05
24500,,0.05,,,,,140.0,86.4,5999,0.0001,0.0004329685471020639
24756,86.54,0.05,248,91,270,-24.25,,,6063,0.0001,2.337761402130127
25000,,0.05,,,,,70.0,85.8,6124,0.0001,1.5895147323608398
25175,86.5,0.05,252,93,269,-21.75,,,6168,0.0001,1.6268181800842285
25500,,0.05,,,,,0.0,85.0,6249,0.0001,2.3060953617095947
25588,86.57,0.05,256,94,269,-22.8,,,6271,0.0001,0.003142969449982047
25929,86.58,0.05,260,96,269,-23.3,,,6357,0.0001,0.0011189531069248915
26000,,0.05,,,,,175.0,86.4,6374,0.0001,0.5677021145820618
26350,86.62,0.05,264,98,268,-15.25,,,6462,0.0001,0.9355353713035583
26500,,0.05,,,,,175.0,84.8,6499,0.0001,0.09791813045740128
26754,86.57,0.05,268,99,268,-13.3,,,6563,0.0001,2.35933256149292
27000,,0.05,,,,,175.0,86.0,6624,0.0001,3.4170289039611816
27165,86.48,0.05,272,101,268,-16.7,,,6666,0.0001,2.993335723876953
27500,,0.05,,,,,70.0,85.8,6749,0.0001,2.454596757888794
27589,86.55,0.05,276,102,268,-13.5,,,6772,0.0001,0.0022915867157280445
27942,86.53,0.05,280,104,268,-13.75,,,6860,0.0001,2.3267464637756348
28000,,0.05,,,,,70.0,85.0,6874,0.0001,0.021498003974556923
28348,86.54,0.05,284,105,268,-11.6,,,6961,0.0001,0.010959298349916935
28500,,0.05,,,,,140.0,85.0,6999,0.0001,0.28049251437187195
28767,86.55,0.05,288,107,268,-9.35,,,7066,0.0001,1.7662229537963867
29000,,0.05,,,,,140.0,85.2,7124,0.0001,1.2717801332473755
29179,86.62,0.05,292,108,268,-12.0,,,7169,0.0001,2.391533851623535
29500,,0.05,,,,,140.0,87.4,7249,0.0001,0.001961480127647519
29581,86.62,0.05,296,110,267,-7.15,,,7270,0.0001,2.376908302307129
29925,86.64,0.05,300,111,268,-6.85,,,7356,0.0001,4.32708740234375
30000,,0.05,,,,,35.0,86.2,7374,0.0001,0.0002834190963767469
30331,86.52,0.05,304,113,267,-0.85,,,7457,0.0001,0.49448949098587036
30500,,0.05,,,,,175.0,85.0,7499,0.0001,0.407302588224411
30759,86.58,0.05,308,115,266,6.35,,,7564,0.0001,1.0012905597686768
31000,,0.05,,,,,140.0,86.0,7624,0.0001,1.4129217863082886
31177,86.64,0.05,312,116,266,2.9,,,7669,0.0001,0.7001086473464966
31500,,0.05,,,,,70.0,86.2,7749,0.0001,1.8222417831420898
31589,86.56,0.05,316,118,266,-0.4,,,7772,0.0001,3.330477237701416
31927,86.51,0.05,320,119,266,1.4,,,7856,0.0001,2.024517297744751
32000,,0.05,,,,,70.0,86.6,7874,0.0001,0.3223361074924469
32354,86.56,0.05,324,121,266,1.7,,,7963,0.0001,0.09564057737588882
32500,,0.05,,,,,140.0,87.4,7999,0.0001,0.8041145205497742
32758,86.61,0.05,328,122,266,3.35,,,8064,0.0001,0.14529667794704437
33000,,0.05,,,,,70.0,84.4,8124,0.0001,0.29111388325691223
33175,86.56,0.05,332,124,266,2.95,,,8168,0.0001,0.005586662795394659
33500,,0.05,,,,,105.0,87.2,8249,0.0001,0.02021154761314392
33587,86.38,0.05,336,125,266,8.4,,,8271,0.0001,0.005589625332504511
33933,86.44,0.05,340,127,266,10.65,,,8358,0.0001,0.2224026322364807
34000,,0.05,,,,,70.0,86.6,8374,0.0001,0.27813059091567993
34344,86.38,0.05,344,128,266,8.0,,,8460,0.0001,0.010847282595932484
34500,,0.05,,,,,35.0,88.8,8499,0.0001,3.977936267852783
34765,86.47,0.05,348,130,266,7.55,,,8566,0.0001,0.053910475224256516
35000,,0.05,,,,,70.0,85.4,8624,0.0001,0.006436686962842941
35175,86.48,0.05,352,131,266,9.55,,,8668,0.0001,0.03427502512931824
35500,,0.05,,,,,105.0,86.2,8749,0.0001,0.7177749872207642
35589,86.5,0.05,356,133,266,14.15,,,8772,0.0001,1.1051768064498901
35934,86.54,0.05,360,134,267,14.85,,,8858,0.0001,0.16558119654655457
36000,,0.05,,,,,105.0,88.6,8874,0.0001,0.012631040997803211
36348,86.52,0.05,364,136,267,13.9,,,8961,0.0001,1.4621832370758057
36500,,0.05,,,,,175.0,83.0,8999,0.0001,0.39226269721984863
36762,86.64,0.05,368,137,266,13.3,,,9065,0.0001,0.10170413553714752
37000,,0.05,,,,,70.0,88.4,9124,0.0001,0.029406830668449402
37174,86.77,0.05,372,139,266,18.35,,,9168,0.0001,0.015357349067926407
37500,,0.05,,,,,140.0,88.2,9249,0.0001,0.00824260525405407
37584,86.62,0.05,376,140,266,10.85,,,9270,0.0001,2.7215816974639893
37915,86.4,0.05,380,141,267,15.35,,,9353,0.0001,0.09845422208309174
38000,,0.05,,,,,105.0,85.0,9374,0.0001,0.14495038986206055
38346,86.38,0.05,384,143,266,18.6,,,9461,0.0001,0.351304292678833
38500,,0.05,,,,,70.0,87.0,9499,0.0001,0.10562752932310104
38753,86.26,0.05,388,145,266,14.8,,,9563,0.0001,0.004573015030473471
39000,,0.05,,,,,140.0,83.6,9624,0.0001,0.005698025692254305
39176,86.24,0.05,392,146,266,16.95,,,9668,0.0001,2.1498522758483887
39500,,0.05,,,,,140.0,83.0,9749,0.0001,0.15348589420318604
39582,86.18,0.05,396,148,266,15.55,,,9770,0.0001,0.0906880795955658
39930,86.22,0.05,400,149,266,17.55,,,9857,0.0001,0.15297164022922516
40000,,0.05,,,,,70.0,88.0,9874,0.0001,0.06769111007452011
40349,86.4,0.05,404,151,266,14.65,,,9962,0.0001,1.1982717514038086
40500,,0.05,,,,,105.0,87.0,9999,0.0001,0.18769502639770508
40755,86.3,0.05,408,153,266,6.95,,,10063,0.0001,0.6119504570960999
41000,,0.05,,,,,70.0,83.6,10124,0.0001,2.8570001125335693
41168,86.23,0.05,412,154,266,9.3,,,10166,0.0001,0.50156170129776
41500,,0.05,,,,,105.0,87.0,10249,0.0001,2.3501946926116943
41587,86.33,0.05,416,156,266,13.4,,,10271,0.0001,0.16472508013248444
41925,86.33,0.05,420,157,266,11.95,,,10356,0.0001,0.06158055365085602
42000,,0.05,,,,,35.0,85.6,10374,0.0001,0.038114406168460846
42348,86.27,0.05,424,159,266,9.65,,,10461,0.0001,0.031123818829655647
42500,,0.05,,,,,140.0,85.2,10499,0.0001,2.416308879852295
42758,86.27,0.05,428,160,266,7.5,,,10564,0.0001,2.9075143337249756
43000,,0.05,,,,,140.0,85.2,10624,0.0001,1.3980013132095337
43166,86.16,0.05,432,162,266,11.15,,,10666,0.0001,0.12954196333885193
43500,,0.05,,,,,70.0,86.4,10749,0.0001,0.09466436505317688
43586,86.3,0.05,436,163,266,7.05,,,10771,0.0001,0.013553011231124401
43930,86.28,0.05,440,164,266,3.85,,,10857,0.0001,0.009768029674887657
44000,,0.05,,,,,105.0,87.0,10874,0.0001,0.19205614924430847
44351,86.35,0.05,444,166,266,9.7,,,10962,0.0001,2.472355365753174
44500,,0.05,,,,,70.0,86.6,10999,0.0001,0.30745890736579895
44766,86.42,0.05,448,168,266,13.6,,,11066,0.0001,0.09479181468486786
45000,,0.05,,,,,70.0,87.8,11124,0.0001,0.15191695094108582
45173,86.37,0.05,452,169,266,11.1,,,11168,0.0001,0.019534582272171974
45500,,0.05,,,,,140.0,85.6,11249,0.0001,0.10691851377487183
45583,86.27,0.05,456,171,266,7.1,,,11270,0.0001,0.08741868287324905
45928,86.27,0.05,460,172,266,11.0,,,11356,0.0001,0.10517274588346481
46000,,0.05,,,,,70.0,85.2,11374,0.0001,0.30263611674308777
46335,86.14,0.05,464,174,266,10.8,,,11458,0.0001,2.5324277877807617
46500,,0.05,,,,,140.0,86.6,11499,0.0001,0.14020812511444092
46764,86.11,0.05,468,175,266,7.75,,,11565,0.0001,2.3899803161621094
47000,,0.05,,,,,105.0,86.2,11624,0.0001,1.3491195440292358
47172,86.01,0.05,472,177,266,7.8,,,11667,0.0001,0.10394073277711868
47500,,0.05,,,,,140.0,84.2,11749,0.0001,0.05126708000898361
47581,85.97,0.05,476,178,266,15.75,,,11770,0.0001,0.15099014341831207
47921,86.06,0.05,480,180,266,14.95,,,11855,0.0001,2.627798080444336
48000,,0.05,,,,,35.0,85.4,11874,0.0001,0.04799670726060867
48364,86.24,0.05,484,181,266,12.9,,,11965,0.0001,2.4220876693725586
48500,,0.05,,,,,140.0,87.0,11999,0.0001,0.05893804877996445
48756,86.28,0.05,488,183,266,15.35,,,12063,0.0001,0.06733988225460052
49000,,0.05,,,,,105.0,87.4,12124,0.0001,1.1255443096160889
49173,86.28,0.05,492,184,266,19.0,,,12168,0.0001,1.1221377849578857
49500,,0.05,,,,,175.0,86.6,12249,0.0001,0.22088417410850525
49590,86.38,0.05,496,186,266,16.9,,,12272,0.0001,2.3780503273010254
49939,86.39,0.05,500,187,266,19.2,,,12359,0.0001,2.9169793128967285
50000,,0.05,,,,,70.0,84.0,12374,0.0001,4.450966835021973
