#{"t_start": 1661999852.086136, "env_id": null}
r,l,t
130.0,82,97.175096
-330.0,86,97.92944
-25.0,82,98.209648
-20.0,92,98.535918
-225.0,88,98.842995
60.0,87,99.148053
175.0,90,99.399682
0.0,84,99.423526
175.0,84,99.447485
175.0,90,99.472778
0.0,90,99.497879
125.0,84,99.788234
105.0,85,100.090528
90.0,88,100.398593
125.0,83,100.68906
50.0,85,100.991615
0.0,85,101.270299
175.0,82,101.294213
175.0,90,101.320089
0.0,85,101.344418
175.0,84,101.368365
-75.0,83,101.658761
0.0,82,101.942486
-75.0,85,102.241532
70.0,88,102.550266
-100.0,86,102.848927
175.0,84,103.133877
175.0,84,103.157887
175.0,82,103.181762
175.0,91,103.215491
175.0,89,103.240496
130.0,85,103.925447
185.0,83,104.216361
-115.0,88,104.525689
135.0,83,104.824396
100.0,89,105.139131
175.0,83,105.422127
175.0,84,105.446334
175.0,84,105.470444
175.0,87,105.495723
0.0,91,105.52229
5.0,82,105.81262
75.0,90,106.125596
125.0,87,106.433621
-250.0,89,106.742103
0.0,89,107.060429
0.0,85,107.299442
175.0,89,107.325029
0.0,85,107.348857
175.0,82,107.372719
0.0,89,107.397959
-100.0,91,107.720575
160.0,82,108.008169
85.0,82,108.293111
-50.0,84,108.59056
0.0,90,108.907339
175.0,85,109.179188
175.0,85,109.203213
175.0,83,109.227254
175.0,83,109.250853
175.0,83,109.274891
10.0,90,109.593125
100.0,86,109.888021
200.0,83,110.184798
90.0,87,110.497556
155.0,84,110.791981
175.0,82,111.053684
175.0,83,111.077634
0.0,90,111.102956
175.0,92,111.129362
175.0,87,111.154493
145.0,90,111.474692
25.0,87,111.775418
35.0,89,112.082707
100.0,85,112.378121
20.0,82,112.664959
175.0,87,112.922677
0.0,85,112.946397
175.0,89,112.971471
175.0,82,112.995064
175.0,88,113.020012
-200.0,86,113.66549
-140.0,87,113.97865
85.0,82,114.272239
100.0,84,114.573045
-225.0,90,114.888239
145.0,89,115.153958
115.0,90,115.179328
175.0,84,115.203065
175.0,90,115.228302
175.0,89,115.253332
130.0,84,115.549086
0.0,90,115.870142
85.0,89,116.181419
-75.0,88,116.491794
25.0,82,116.783325
175.0,88,117.039197
160.0,89,117.064296
175.0,88,117.089345
145.0,91,117.115405
160.0,90,117.140479
-130.0,87,117.449662
-105.0,84,117.738836
-45.0,91,118.062304
105.0,89,118.375791
110.0,89,118.685125
175.0,82,118.922475
0.0,85,118.946361
0.0,81,118.969703
145.0,85,118.993475
0.0,85,119.017079
75.0,89,119.338219
80.0,81,119.62472
75.0,87,119.93461
-175.0,84,120.225959
-15.0,90,120.535312
175.0,83,120.798027
130.0,84,120.822515
0.0,91,120.851166
175.0,88,120.87631
0.0,91,120.902613
95.0,87,121.212282
-60.0,82,121.503189
0.0,86,121.79775
-240.0,87,122.095551
120.0,84,122.390899
175.0,82,122.669082
175.0,82,122.693433
0.0,85,122.717598
175.0,88,122.743184
175.0,86,122.768492
140.0,86,123.072728
-145.0,83,123.362362
40.0,87,123.658491
-60.0,87,123.967703
-200.0,87,124.273918
0.0,91,124.544854
115.0,91,124.571381
0.0,86,124.596542
175.0,82,124.620142
160.0,89,124.645361
-200.0,90,124.963408
40.0,84,125.260513
-175.0,83,125.551203
-20.0,86,125.862154
-105.0,82,126.170583
175.0,88,126.465787
0.0,87,126.490826
175.0,83,126.514573
175.0,89,126.542499
175.0,82,126.566234
0.0,89,126.900192
70.0,86,127.210318
-90.0,87,127.52856
-90.0,82,127.823084
30.0,84,128.133864
0.0,81,128.42183
0.0,91,128.449309
0.0,91,128.476275
175.0,88,128.502018
175.0,87,128.527669
-35.0,92,128.866624
-25.0,89,129.200604
-50.0,91,129.522659
45.0,83,129.82799
75.0,89,130.145377
0.0,85,130.371174
175.0,87,130.396236
0.0,87,130.421316
175.0,82,130.444903
0.0,82,130.468591
60.0,91,130.804663
-60.0,90,131.135767
110.0,83,131.430104
-200.0,87,131.748357
45.0,82,132.047248
175.0,86,132.301955
175.0,88,132.327251
0.0,90,132.35248
0.0,86,132.377432
175.0,87,132.402468
-40.0,85,132.712775
-105.0,91,133.02811
-35.0,87,133.340236
15.0,91,133.668909
50.0,88,133.988792
175.0,82,134.219851
175.0,87,134.24511
145.0,91,134.271469
0.0,85,134.295521
175.0,89,134.321006
-200.0,86,134.639776
-35.0,82,134.932951
-5.0,84,135.240819
-105.0,83,135.545388
125.0,90,135.873521
0.0,87,136.161035
0.0,86,136.186152
175.0,87,136.211205
175.0,84,136.234957
175.0,82,136.258596
-15.0,88,136.571346
65.0,87,136.893764
50.0,88,137.207239
-75.0,83,137.50077
-75.0,82,137.786613
0.0,90,138.06963
0.0,85,138.093601
160.0,85,138.117458
0.0,86,138.142461
175.0,82,138.166031
25.0,88,138.481673
100.0,82,138.78149
25.0,90,139.096539
40.0,84,139.400389
185.0,84,139.705331
175.0,87,139.990104
175.0,89,140.015304
175.0,89,140.040423
175.0,89,140.065728
175.0,84,140.089629
-200.0,82,140.389802
-120.0,88,140.709321
-50.0,85,141.017087
110.0,82,141.323863
-85.0,83,141.611337
0.0,90,141.920976
0.0,86,141.945908
175.0,89,141.970932
175.0,86,141.995717
0.0,90,142.020767
125.0,85,142.330283
120.0,92,142.655868
110.0,87,142.954943
0.0,91,143.278905
-75.0,83,143.572077
175.0,83,143.808989
175.0,83,143.832711
0.0,86,143.857952
175.0,87,143.883504
0.0,85,143.907775
35.0,90,144.232765
55.0,90,144.551287
-185.0,83,144.849334
95.0,85,145.149559
-80.0,91,145.478734
0.0,85,145.717659
0.0,85,145.741609
0.0,86,145.76634
175.0,87,145.791138
0.0,86,145.815911
160.0,83,146.114553
25.0,83,146.410531
50.0,90,146.721191
80.0,89,147.043683
85.0,82,147.329579
175.0,82,147.609926
175.0,88,147.634885
175.0,84,147.658365
175.0,87,147.68296
175.0,83,147.706299
-115.0,90,148.03422
100.0,87,148.34656
-250.0,86,148.6451
-115.0,89,148.957756
-185.0,90,149.276488
0.0,91,149.501316
175.0,88,149.526605
175.0,88,149.551786
0.0,81,149.575433
175.0,89,149.600729
110.0,90,149.927577
125.0,90,150.243183
80.0,89,150.569726
125.0,81,150.855698
95.0,81,151.140499
175.0,82,151.396954
175.0,83,151.420482
0.0,90,151.445428
175.0,89,151.470426
175.0,81,151.493695
-5.0,90,152.15672
135.0,87,152.498518
-175.0,86,152.801467
110.0,81,153.087694
-75.0,88,153.401225
0.0,85,153.665869
175.0,86,153.689957
0.0,85,153.713645
175.0,81,153.736984
0.0,84,153.760881
80.0,86,154.07571
70.0,89,154.393038
5.0,89,154.706806
80.0,82,155.009721
60.0,86,155.317546
0.0,90,155.590303
0.0,91,155.616987
175.0,87,155.642293
0.0,85,155.666278
0.0,86,155.691262
-100.0,88,156.010559
-130.0,88,156.328894
-45.0,87,156.648896
-200.0,85,156.951722
110.0,87,157.270129
175.0,87,157.531391
0.0,91,157.558821
0.0,90,157.58488
175.0,90,157.610383
0.0,91,157.636824
125.0,86,157.951485
185.0,81,158.235279
135.0,86,158.547447
-100.0,91,158.861442
-20.0,88,159.172791
175.0,81,159.439252
0.0,86,159.464428
0.0,81,159.488034
175.0,88,159.513158
0.0,91,159.539545
-150.0,88,159.850032
125.0,83,160.150092
50.0,91,160.483624
30.0,84,160.783459
105.0,90,161.104798
175.0,83,161.362182
175.0,87,161.387547
0.0,91,161.413921
175.0,88,161.439032
175.0,90,161.464386
110.0,84,161.766486
100.0,90,162.094548
50.0,84,162.393223
-5.0,84,162.692401
105.0,91,163.023127
175.0,83,163.276694
0.0,87,163.301647
175.0,83,163.325302
175.0,87,163.350598
175.0,87,163.375975
80.0,83,163.671312
25.0,81,163.959716
85.0,90,164.288991
170.0,86,164.586534
50.0,87,164.899742
175.0,82,165.179651
175.0,84,165.203632
0.0,90,165.229027
175.0,82,165.252821
0.0,91,165.279308
95.0,90,165.607789
-5.0,90,165.919399
75.0,87,166.227831
170.0,84,166.526731
-50.0,84,166.822
175.0,82,167.068892
175.0,87,167.094033
175.0,82,167.117756
175.0,83,167.141555
175.0,88,167.166637
10.0,86,167.475875
-50.0,86,167.776572
125.0,86,168.089145
80.0,88,168.402912
0.0,82,168.685397
175.0,88,168.966207
175.0,82,168.990104
0.0,90,169.015364
175.0,84,169.039212
0.0,84,169.062915
-75.0,88,169.375617
125.0,90,169.702355
120.0,83,170.002281
25.0,87,170.302814
-40.0,83,170.596105
175.0,86,170.864918
0.0,91,170.891052
175.0,83,170.91462
175.0,89,170.939778
0.0,90,170.964829
110.0,86,171.271586
75.0,82,171.557759
-200.0,91,171.878135
60.0,83,172.171518
-175.0,91,172.491808
0.0,81,172.743192
0.0,86,172.769774
175.0,85,172.793594
175.0,84,172.817186
175.0,82,172.840722
10.0,86,173.152941
60.0,86,173.455579
80.0,84,173.753607
160.0,84,174.049223
150.0,86,174.356327
175.0,89,174.634173
0.0,91,174.660611
0.0,84,174.684301
0.0,86,174.709122
0.0,90,174.735359
150.0,81,175.025805
100.0,82,175.307062
10.0,89,175.617008
75.0,82,175.909537
120.0,89,176.220976
0.0,86,176.512721
175.0,82,176.536473
0.0,90,176.561655
175.0,83,176.585411
175.0,83,176.609022
-200.0,83,176.896623
110.0,88,177.205068
-100.0,90,177.527996
-140.0,86,177.822193
125.0,89,178.131423
175.0,88,178.394331
0.0,91,178.420873
0.0,84,178.444543
0.0,85,178.468289
0.0,90,178.49346
-225.0,90,178.812512
45.0,86,179.105334
10.0,84,179.399797
-100.0,81,179.692304
-200.0,85,179.988799
175.0,84,180.269287
0.0,85,180.293655
175.0,82,180.31773
175.0,87,180.343089
175.0,81,180.36706
125.0,84,180.667458
190.0,82,180.959301
-55.0,85,181.258479
110.0,91,181.579111
85.0,85,181.880033
0.0,89,182.159055
175.0,82,182.182745
175.0,86,182.207817
175.0,88,182.233093
175.0,88,182.258267
125.0,82,182.555487
-30.0,88,182.86612
200.0,83,183.160465
200.0,83,183.446898
25.0,89,183.765532
50.0,84,184.047045
175.0,89,184.072377
50.0,85,184.096253
175.0,92,184.122634
175.0,91,184.148992
-70.0,83,184.446165
150.0,81,184.732179
50.0,84,185.025266
55.0,84,185.318854
155.0,88,185.63153
175.0,82,185.934585
175.0,87,185.95977
0.0,91,185.989584
0.0,89,186.014603
175.0,85,186.038337
75.0,86,186.3531
-145.0,87,186.660521
-175.0,87,186.959922
55.0,82,187.253138
0.0,87,187.558515
0.0,84,187.821939
0.0,90,187.847512
175.0,88,187.873059
0.0,90,187.898714
0.0,86,187.924066
-175.0,90,188.242412
185.0,91,188.564658
75.0,86,188.859233
140.0,89,189.167084
25.0,87,189.473134
0.0,84,189.692906
0.0,85,189.717246
175.0,87,189.742207
0.0,92,189.768589
175.0,85,189.792369
